Time,ECG1,ECG2
12:21:00.000,-0.095,-0.055
12:21:00.008,-0.085,-0.035
12:21:00.016,-0.105,-0.045
12:21:00.023,-0.075,-0.055
12:21:00.031,-0.065,-0.045
12:21:00.039,-0.105,-0.035
12:21:00.047,-0.095,-0.035
12:21:00.055,-0.095,-0.035
12:21:00.063,-0.085,-0.045
12:21:00.070,-0.115,-0.035
12:21:00.078,-0.055,-0.055
12:21:00.086,-0.095,-0.055
12:21:00.094,-0.085,-0.015
12:21:00.102,-0.085,-0.035
12:21:00.109,-0.085,-0.025
12:21:00.117,-0.035,0.025
12:21:00.125,-0.005,0.055
12:21:00.133,-0.005,0.065
12:21:00.141,0.045,0.075
12:21:00.148,0.125,0.105
12:21:00.156,0.095,0.025
12:21:00.164,0.065,-0.025
12:21:00.172,0.015,-0.065
12:21:00.180,0.015,-0.055
12:21:00.188,-0.065,-0.095
12:21:00.195,-0.135,-0.055
12:21:00.203,-0.135,-0.065
12:21:00.211,-0.095,-0.085
12:21:00.219,-0.095,-0.085
12:21:00.227,-0.065,-0.055
12:21:00.234,-0.045,0.065
12:21:00.242,0.015,-0.075
12:21:00.250,0.545,-0.245
12:21:00.258,1.245,-0.285
12:21:00.266,0.655,-0.595
12:21:00.273,-0.505,-0.815
12:21:00.281,-0.645,-0.455
12:21:00.289,-0.395,-0.145
12:21:00.297,-0.125,-0.125
12:21:00.305,-0.105,-0.065
12:21:00.313,-0.115,-0.065
12:21:00.320,-0.105,-0.065
12:21:00.328,-0.135,-0.065
12:21:00.336,-0.105,-0.075
12:21:00.344,-0.115,-0.055
12:21:00.352,-0.085,-0.055
12:21:00.359,-0.095,-0.075
12:21:00.367,-0.105,-0.065
12:21:00.375,-0.105,-0.035
12:21:00.383,-0.095,-0.055
12:21:00.391,-0.095,-0.055
12:21:00.398,-0.075,-0.055
12:21:00.406,-0.065,-0.055
12:21:00.414,-0.045,-0.045
12:21:00.422,-0.045,-0.065
12:21:00.430,-0.025,-0.055
12:21:00.438,-0.025,-0.045
12:21:00.445,-0.005,-0.045
12:21:00.453,-0.035,-0.065
12:21:00.461,0.015,-0.045
