Time,ECG1,ECG2
17:29:30.000,-0.245,-0.255
17:29:30.008,-0.225,-0.215
17:29:30.016,-0.205,-0.155
17:29:30.023,-0.215,-0.185
17:29:30.031,-0.125,-0.225
17:29:30.039,-0.055,-0.135
17:29:30.047,-0.065,-0.105
17:29:30.055,-0.055,-0.095
17:29:30.063,0.045,-0.115
17:29:30.070,0.025,0.005
17:29:30.078,-0.005,-0.225
17:29:30.086,0.055,-0.205
17:29:30.094,-0.035,-0.155
17:29:30.102,-0.255,-0.205
17:29:30.109,-0.305,-0.335
17:29:30.117,-0.315,-0.285
17:29:30.125,-0.325,-0.295
17:29:30.133,-0.305,-0.335
17:29:30.141,-0.305,-0.305
17:29:30.148,-0.295,-0.275
17:29:30.156,-0.305,-0.285
17:29:30.164,-0.285,-0.305
17:29:30.172,-0.295,-0.265
17:29:30.180,-0.375,-0.275
17:29:30.188,-0.685,-0.215
17:29:30.195,-0.445,-0.015
17:29:30.203,0.655,0.025
17:29:30.211,1.665,-0.115
17:29:30.219,0.585,-0.735
17:29:30.227,-1.455,-1.645
17:29:30.234,-1.815,-2.095
17:29:30.242,-1.035,-1.755
17:29:30.250,-0.445,-0.855
17:29:30.258,-0.235,-0.285
17:29:30.266,-0.155,-0.085
17:29:30.273,-0.145,-0.105
17:29:30.281,-0.125,-0.105
17:29:30.289,-0.105,-0.005
17:29:30.297,-0.065,-0.065
17:29:30.305,-0.055,-0.035
17:29:30.313,-0.025,-0.015
17:29:30.320,-0.025,0.015
17:29:30.328,0.035,0.015
17:29:30.336,0.065,0.045
17:29:30.344,0.075,0.065
17:29:30.352,0.115,0.135
17:29:30.359,0.175,0.195
17:29:30.367,0.245,0.215
17:29:30.375,0.305,0.205
17:29:30.383,0.395,0.365
17:29:30.391,0.445,0.325
17:29:30.398,0.555,0.425
17:29:30.406,0.595,0.495
17:29:30.414,0.605,0.495
17:29:30.422,0.575,0.535
17:29:30.430,0.575,0.455
17:29:30.438,0.485,0.405
17:29:30.445,0.355,0.325
17:29:30.453,0.225,0.245
17:29:30.461,0.095,0.105
17:29:30.469,0.005,-0.075
17:29:30.477,-0.035,-0.095
17:29:30.484,-0.095,-0.145
17:29:30.492,-0.105,-0.135
17:29:30.500,-0.145,-0.155
17:29:30.508,-0.125,-0.155
17:29:30.516,-0.125,-0.145
17:29:30.523,-0.115,-0.135
17:29:30.531,-0.105,-0.125
17:29:30.539,-0.105,-0.125
17:29:30.547,-0.065,-0.085
17:29:30.555,-0.055,-0.095
17:29:30.563,-0.085,-0.095
17:29:30.570,-0.085,-0.135
17:29:30.578,-0.055,-0.115
17:29:30.586,-0.055,-0.075
17:29:30.594,-0.045,-0.105
17:29:30.602,-0.035,-0.105
17:29:30.609,0.055,-0.075
17:29:30.617,0.085,-0.025
17:29:30.625,0.075,0.015
17:29:30.633,0.125,0.025
17:29:30.641,0.215,0.025
17:29:30.648,0.155,0.015
17:29:30.656,0.165,-0.055
17:29:30.664,0.195,-0.045
17:29:30.672,0.095,-0.065
17:29:30.680,-0.155,-0.145
17:29:30.688,-0.175,-0.205
17:29:30.695,-0.195,-0.215
17:29:30.703,-0.165,-0.155
17:29:30.711,-0.185,-0.165
17:29:30.719,-0.205,-0.185
17:29:30.727,-0.165,-0.135
17:29:30.734,-0.165,-0.165
17:29:30.742,-0.175,-0.245
17:29:30.750,-0.165,-0.175
17:29:30.758,-0.315,-0.175
17:29:30.766,-0.595,-0.065
17:29:30.773,-0.295,0.145
17:29:30.781,0.905,0.125
17:29:30.789,1.765,-0.075
17:29:30.797,0.205,-0.865
17:29:30.805,-1.465,-1.765
17:29:30.813,-1.595,-2.065
17:29:30.820,-0.705,-1.545
17:29:30.828,-0.255,-0.585
17:29:30.836,-0.105,-0.175
17:29:30.844,-0.085,-0.055
17:29:30.852,-0.045,0.035
17:29:30.859,-0.055,0.055
17:29:30.867,-0.035,0.085
17:29:30.875,-0.015,0.145
17:29:30.883,0.015,0.105
17:29:30.891,0.045,0.115
17:29:30.898,0.075,0.085
17:29:30.906,0.105,0.105
17:29:30.914,0.115,0.145
17:29:30.922,0.155,0.205
17:29:30.930,0.165,0.235
17:29:30.938,0.215,0.285
17:29:30.945,0.295,0.315
17:29:30.953,0.345,0.405
17:29:30.961,0.415,0.445
17:29:30.969,0.505,0.495
17:29:30.977,0.565,0.525
17:29:30.984,0.585,0.585
17:29:30.992,0.615,0.595
17:29:31.000,0.615,0.635
17:29:31.008,0.585,0.555
17:29:31.016,0.525,0.485
17:29:31.023,0.415,0.425
17:29:31.031,0.265,0.305
17:29:31.039,0.145,0.185
17:29:31.047,0.075,0.055
17:29:31.055,-0.035,0.015
17:29:31.063,-0.055,-0.115
17:29:31.070,-0.075,-0.075
17:29:31.078,-0.105,-0.025
17:29:31.086,-0.105,-0.095
17:29:31.094,-0.105,-0.115
17:29:31.102,-0.095,-0.085
17:29:31.109,-0.065,-0.065
17:29:31.117,-0.085,-0.125
17:29:31.125,-0.065,-0.115
17:29:31.133,-0.055,-0.075
17:29:31.141,-0.065,-0.055
17:29:31.148,-0.045,-0.065
17:29:31.156,-0.065,-0.055
17:29:31.164,-0.065,-0.055
17:29:31.172,-0.045,-0.035
17:29:31.180,-0.005,-0.045
17:29:31.188,0.065,-0.025
17:29:31.195,0.105,0.135
17:29:31.203,0.095,0.025
17:29:31.211,0.195,-0.015
17:29:31.219,0.215,-0.015
17:29:31.227,0.125,-0.005
17:29:31.234,0.205,-0.055
17:29:31.242,0.165,-0.005
17:29:31.250,-0.035,-0.055
17:29:31.258,-0.175,-0.135
17:29:31.266,-0.165,-0.135
17:29:31.273,-0.175,-0.165
17:29:31.281,-0.175,-0.175
17:29:31.289,-0.195,-0.245
17:29:31.297,-0.195,-0.175
17:29:31.305,-0.185,-0.195
17:29:31.313,-0.185,-0.185
17:29:31.320,-0.185,-0.175
17:29:31.328,-0.305,-0.165
17:29:31.336,-0.625,-0.065
17:29:31.344,-0.445,0.135
17:29:31.352,0.515,0.155
17:29:31.359,1.645,-0.035
17:29:31.367,1.005,-0.565
17:29:31.375,-1.085,-1.665
17:29:31.383,-1.665,-2.125
17:29:31.391,-1.085,-1.865
17:29:31.398,-0.395,-0.985
17:29:31.406,-0.165,-0.305
17:29:31.414,-0.085,-0.035
17:29:31.422,-0.075,0.035
17:29:31.430,-0.065,0.005
17:29:31.438,-0.075,0.065
17:29:31.445,-0.055,0.065
17:29:31.453,-0.035,0.095
17:29:31.461,-0.005,0.115
17:29:31.469,0.025,0.045
17:29:31.477,0.055,0.115
17:29:31.484,0.075,0.175
17:29:31.492,0.095,0.115
17:29:31.500,0.125,0.185
17:29:31.508,0.185,0.235
17:29:31.516,0.235,0.305
17:29:31.523,0.305,0.335
17:29:31.531,0.355,0.395
17:29:31.539,0.415,0.465
17:29:31.547,0.505,0.515
17:29:31.555,0.575,0.545
17:29:31.563,0.565,0.655
17:29:31.570,0.575,0.565
