Time,ECG1,ECG2
20:58:52.844,-0.25,0.165
20:58:52.848,-0.25,0.165
20:58:52.852,-0.25,0.17
20:58:52.856,-0.245,0.17
20:58:52.860,-0.24,0.155
20:58:52.864,-0.255,0.165
20:58:52.868,-0.245,0.17
20:58:52.872,-0.255,0.195
20:58:52.876,-0.26,0.165
20:58:52.880,-0.235,0.165
20:58:52.884,-0.245,0.17
20:58:52.888,-0.23,0.19
20:58:52.892,-0.215,0.19
20:58:52.896,-0.22,0.185
20:58:52.900,-0.235,0.18
20:58:52.904,-0.21,0.185
20:58:52.908,-0.22,0.175
20:58:52.912,-0.23,0.2
20:58:52.916,-0.23,0.2
20:58:52.920,-0.235,0.195
20:58:52.924,-0.24,0.17
20:58:52.928,-0.225,0.21
20:58:52.932,-0.22,0.185
20:58:52.936,-0.235,0.19
20:58:52.940,-0.235,0.19
20:58:52.944,-0.225,0.17
20:58:52.948,-0.215,0.19
20:58:52.952,-0.225,0.195
20:58:52.956,-0.215,0.195
20:58:52.960,-0.21,0.175
20:58:52.964,-0.215,0.15
20:58:52.968,-0.23,0.175
20:58:52.972,-0.215,0.18
20:58:52.976,-0.215,0.165
20:58:52.980,-0.21,0.195
20:58:52.984,-0.21,0.175
20:58:52.988,-0.22,0.175
20:58:52.992,-0.215,0.185
20:58:52.996,-0.215,0.18
20:58:53.000,-0.19,0.2
20:58:53.004,-0.175,0.19
20:58:53.008,-0.185,0.195
20:58:53.012,-0.18,0.205
20:58:53.016,-0.19,0.19
20:58:53.020,-0.195,0.185
20:58:53.024,-0.185,0.205
20:58:53.028,-0.17,0.21
20:58:53.032,-0.195,0.215
20:58:53.036,-0.2,0.2
20:58:53.040,-0.185,0.21
20:58:53.044,-0.2,0.205
20:58:53.048,-0.19,0.22
20:58:53.052,-0.185,0.185
20:58:53.056,-0.205,0.19
20:58:53.060,-0.2,0.205
20:58:53.064,-0.21,0.18
20:58:53.068,-0.205,0.19
20:58:53.072,-0.22,0.185
20:58:53.076,-0.215,0.2
20:58:53.080,-0.205,0.21
20:58:53.084,-0.215,0.195
20:58:53.088,-0.205,0.185
20:58:53.092,-0.185,0.19
20:58:53.096,-0.18,0.18
20:58:53.100,-0.195,0.2
20:58:53.104,-0.17,0.195
20:58:53.108,-0.15,0.18
20:58:53.112,-0.15,0.175
20:58:53.116,-0.16,0.195
20:58:53.120,-0.115,0.215
20:58:53.124,-0.12,0.205
20:58:53.128,-0.12,0.23
20:58:53.132,-0.1,0.235
20:58:53.136,-0.075,0.255
20:58:53.140,-0.045,0.26
20:58:53.144,-0.02,0.26
20:58:53.148,-0.02,0.28
20:58:53.152,0.02,0.275
20:58:53.156,0.05,0.265
20:58:53.160,0.045,0.265
20:58:53.164,0.05,0.26
20:58:53.168,0.02,0.24
20:58:53.172,0.005,0.19
20:58:53.176,-0.05,0.165
20:58:53.180,-0.1,0.155
20:58:53.184,-0.13,0.155
20:58:53.188,-0.19,0.15
20:58:53.192,-0.22,0.175
20:58:53.196,-0.275,0.195
20:58:53.200,-0.28,0.2
20:58:53.204,-0.315,0.2
20:58:53.208,-0.33,0.21
20:58:53.212,-0.325,0.2
20:58:53.216,-0.32,0.19
20:58:53.220,-0.32,0.205
20:58:53.224,-0.315,0.18
20:58:53.228,-0.32,0.195
20:58:53.232,-0.305,0.205
20:58:53.236,-0.28,0.2
20:58:53.240,-0.3,0.19
20:58:53.244,-0.315,0.19
20:58:53.248,-0.33,0.2
20:58:53.252,-0.33,0.21
20:58:53.256,-0.325,0.185
20:58:53.260,-0.31,0.22
20:58:53.264,-0.32,0.22
20:58:53.268,-0.34,0.215
20:58:53.272,-0.335,0.2
20:58:53.276,-0.325,0.24
20:58:53.280,-0.32,0.24
20:58:53.284,-0.335,0.225
20:58:53.288,-0.36,0.22
20:58:53.292,-0.35,0.215
20:58:53.296,-0.365,0.225
20:58:53.300,-0.35,0.23
20:58:53.304,-0.37,0.225
20:58:53.308,-0.345,0.2
20:58:53.312,-0.325,0.18
20:58:53.316,-0.235,0.2
20:58:53.320,-0.16,0.2
20:58:53.324,-0.065,0.185
20:58:53.328,0.025,0.2
20:58:53.332,0.07,0.145
20:58:53.336,0.08,0.12
20:58:53.340,0.11,0.105
20:58:53.344,0.11,0.07
20:58:53.348,0.075,0.045
20:58:53.352,0.045,-0.015
20:58:53.356,0.095,-0.135
20:58:53.360,0.3,-0.285
20:58:53.364,0.555,-0.525
20:58:53.368,0.875,-0.77
20:58:53.372,1.065,-1.01
20:58:53.376,1.095,-1.095
20:58:53.380,0.88,-0.965
