Time,ECG1,ECG2
00:32:22.688:1,0.0,-0.305
00:32:22.692:1,-0.015,-0.285
00:32:22.696:1,-0.005,-0.295
00:32:22.700:1,-0.02,-0.295
00:32:22.704:1,-0.02,-0.29
00:32:22.708:1,-0.02,-0.315
00:32:22.712:1,-0.035,-0.3
00:32:22.716:1,-0.025,-0.305
00:32:22.720:1,-0.045,-0.295
00:32:22.724:1,-0.035,-0.295
00:32:22.728:1,-0.035,-0.28
00:32:22.732:1,-0.03,-0.29
00:32:22.736:1,-0.025,-0.28
00:32:22.740:1,-0.04,-0.295
00:32:22.744:1,-0.025,-0.295
00:32:22.748:1,-0.025,-0.29
00:32:22.752:1,-0.02,-0.295
00:32:22.756:1,-0.04,-0.295
00:32:22.760:1,-0.035,-0.295
00:32:22.764:1,-0.02,-0.29
00:32:22.768:1,-0.055,-0.295
00:32:22.772:1,-0.045,-0.29
00:32:22.776:1,-0.04,-0.3
00:32:22.780:1,-0.025,-0.305
00:32:22.784:1,-0.01,-0.3
00:32:22.788:1,-0.005,-0.295
00:32:22.792:1,-0.01,-0.29
00:32:22.796:1,-0.01,-0.285
00:32:22.800:1,-0.01,-0.295
00:32:22.804:1,-0.01,-0.305
00:32:22.808:1,-0.01,-0.295
00:32:22.812:1,-0.005,-0.285
00:32:22.816:1,-0.02,-0.305
00:32:22.820:1,0.0,-0.295
00:32:22.824:1,0.005,-0.295
00:32:22.828:1,0.005,-0.3
00:32:22.832:1,-0.015,-0.285
00:32:22.836:1,0.0,-0.29
00:32:22.840:1,-0.01,-0.29
00:32:22.844:1,-0.015,-0.28
00:32:22.848:1,0.0,-0.275
00:32:22.852:1,-0.01,-0.28
00:32:22.856:1,0.005,-0.28
00:32:22.860:1,-0.01,-0.285
00:32:22.864:1,-0.005,-0.29
00:32:22.868:1,-0.015,-0.31
00:32:22.872:1,-0.02,-0.295
00:32:22.876:1,-0.005,-0.275
00:32:22.880:1,-0.025,-0.28
00:32:22.884:1,-0.03,-0.28
00:32:22.888:1,-0.005,-0.28
00:32:22.892:1,0.0,-0.275
00:32:22.896:1,-0.01,-0.265
00:32:22.900:1,0.0,-0.26
00:32:22.904:1,0.01,-0.29
00:32:22.908:1,-0.005,-0.28
00:32:22.912:1,-0.01,-0.28
00:32:22.916:1,0.005,-0.275
00:32:22.920:1,0.0,-0.265
00:32:22.924:1,-0.01,-0.265
00:32:22.928:1,-0.025,-0.265
00:32:22.932:1,-0.015,-0.26
00:32:22.936:1,-0.02,-0.27
00:32:22.940:1,-0.02,-0.275
00:32:22.944:1,-0.01,-0.27
00:32:22.948:1,-0.03,-0.27
00:32:22.952:1,0.0,-0.27
00:32:22.956:1,0.0,-0.29
