Time,ECG1,ECG2
00:43:30.944:1,-0.34,-0.095
00:43:30.948:1,-0.34,-0.08
00:43:30.952:1,-0.335,-0.085
00:43:30.956:1,-0.345,-0.095
00:43:30.960:1,-0.345,-0.09
00:43:30.964:1,-0.345,-0.1
00:43:30.968:1,-0.345,-0.08
00:43:30.972:1,-0.37,-0.09
00:43:30.976:1,-0.365,-0.095
00:43:30.980:1,-0.375,-0.085
00:43:30.984:1,-0.365,-0.07
00:43:30.988:1,-0.35,-0.08
00:43:30.992:1,-0.36,-0.09
00:43:30.996:1,-0.365,-0.08
00:43:31.000:1,-0.36,-0.08
00:43:31.004:1,-0.345,-0.085
00:43:31.008:1,-0.39,-0.11
00:43:31.012:1,-0.39,-0.075
00:43:31.016:1,-0.37,-0.095
00:43:31.020:1,-0.36,-0.095
00:43:31.024:1,-0.37,-0.095
00:43:31.028:1,-0.375,-0.08
00:43:31.032:1,-0.36,-0.065
00:43:31.036:1,-0.38,-0.07
00:43:31.040:1,-0.355,-0.06
00:43:31.044:1,-0.355,-0.08
00:43:31.048:1,-0.345,-0.06
00:43:31.052:1,-0.345,-0.05
00:43:31.056:1,-0.36,-0.06
00:43:31.060:1,-0.375,-0.045
00:43:31.064:1,-0.35,-0.035
00:43:31.068:1,-0.365,-0.025
00:43:31.072:1,-0.355,-0.015
00:43:31.076:1,-0.375,-0.03
00:43:31.080:1,-0.38,-0.01
00:43:31.084:1,-0.35,-0.02
00:43:31.088:1,-0.365,0.0
00:43:31.092:1,-0.375,-0.03
00:43:31.096:1,-0.38,-0.01
00:43:31.100:1,-0.37,0.005
00:43:31.104:1,-0.375,-0.01
00:43:31.108:1,-0.385,-0.015
00:43:31.112:1,-0.385,0.015
00:43:31.116:1,-0.37,-0.01
00:43:31.120:1,-0.355,0.005
00:43:31.124:1,-0.395,0.0
00:43:31.128:1,-0.395,0.0
00:43:31.132:1,-0.39,0.005
00:43:31.136:1,-0.405,0.02
00:43:31.140:1,-0.38,0.035
00:43:31.144:1,-0.39,0.035
00:43:31.148:1,-0.385,0.05
00:43:31.152:1,-0.375,0.035
00:43:31.156:1,-0.385,0.035
00:43:31.160:1,-0.37,0.055
00:43:31.164:1,-0.36,0.05
00:43:31.168:1,-0.355,0.055
00:43:31.172:1,-0.385,0.08
00:43:31.176:1,-0.385,0.075
00:43:31.180:1,-0.395,0.075
00:43:31.184:1,-0.38,0.06
00:43:31.188:1,-0.415,0.075
00:43:31.192:1,-0.425,0.095
00:43:31.196:1,-0.415,0.095
00:43:31.200:1,-0.415,0.08
00:43:31.204:1,-0.38,0.045
00:43:31.208:1,-0.35,0.0
00:43:31.212:1,-0.35,-0.015
00:43:31.216:1,-0.345,-0.015
00:43:31.220:1,-0.335,0.0
00:43:31.224:1,-0.345,-0.005
00:43:31.228:1,-0.375,-0.005
00:43:31.232:1,-0.41,0.01
00:43:31.236:1,-0.405,0.015
00:43:31.240:1,-0.42,0.04
00:43:31.244:1,-0.43,0.05
00:43:31.248:1,-0.445,0.075
00:43:31.252:1,-0.44,0.095
00:43:31.256:1,-0.43,0.11
00:43:31.260:1,-0.42,0.09
00:43:31.264:1,-0.425,0.115
00:43:31.268:1,-0.42,0.115
00:43:31.272:1,-0.415,0.115
00:43:31.276:1,-0.415,0.125
00:43:31.280:1,-0.405,0.095
00:43:31.284:1,-0.415,0.1
00:43:31.288:1,-0.395,0.125
00:43:31.292:1,-0.39,0.12
00:43:31.296:1,-0.405,0.12
00:43:31.300:1,-0.41,0.095
00:43:31.304:1,-0.425,0.1
00:43:31.308:1,-0.425,0.115
00:43:31.312:1,-0.425,0.11
00:43:31.316:1,-0.42,0.095
00:43:31.320:1,-0.42,0.09
00:43:31.324:1,-0.395,0.09
00:43:31.328:1,-0.365,0.09
00:43:31.332:1,-0.28,0.1
00:43:31.336:1,-0.19,0.11
00:43:31.340:1,-0.09,0.09
00:43:31.344:1,-0.015,0.08
00:43:31.348:1,0.03,0.035
00:43:31.352:1,0.075,0.03
00:43:31.356:1,0.075,0.04
00:43:31.360:1,0.07,0.045
00:43:31.364:1,0.02,0.005
00:43:31.368:1,0.035,-0.085
00:43:31.372:1,0.18,-0.22
00:43:31.376:1,0.45,-0.465
00:43:31.380:1,0.74,-0.755
00:43:31.384:1,0.99,-1.01
00:43:31.388:1,1.095,-1.125
