Time,ECG1,ECG2
18:06:18.324,-0.54,0.115
18:06:18.328,-0.55,0.11
18:06:18.332,-0.57,0.13
18:06:18.336,-0.56,0.125
18:06:18.340,-0.57,0.125
18:06:18.344,-0.57,0.13
18:06:18.348,-0.57,0.135
18:06:18.352,-0.56,0.135
18:06:18.356,-0.55,0.14
18:06:18.360,-0.54,0.145
18:06:18.364,-0.54,0.13
18:06:18.368,-0.535,0.155
18:06:18.372,-0.535,0.17
18:06:18.376,-0.515,0.165
18:06:18.380,-0.515,0.19
18:06:18.384,-0.52,0.17
18:06:18.388,-0.52,0.185
18:06:18.392,-0.515,0.2
18:06:18.396,-0.495,0.195
18:06:18.400,-0.5,0.18
18:06:18.404,-0.475,0.16
18:06:18.408,-0.52,0.17
18:06:18.412,-0.485,0.15
18:06:18.416,-0.495,0.17
18:06:18.420,-0.495,0.13
18:06:18.424,-0.5,0.13
18:06:18.428,-0.48,0.11
18:06:18.432,-0.465,0.085
18:06:18.436,-0.445,0.075
18:06:18.440,-0.455,0.07
18:06:18.444,-0.43,0.06
18:06:18.448,-0.415,0.0
18:06:18.452,-0.415,0.005
18:06:18.456,-0.385,-0.025
18:06:18.460,-0.375,-0.05
18:06:18.464,-0.385,-0.035
18:06:18.468,-0.37,-0.075
18:06:18.472,-0.36,-0.09
18:06:18.476,-0.34,-0.085
18:06:18.480,-0.34,-0.09
18:06:18.484,-0.335,-0.09
18:06:18.488,-0.28,-0.095
18:06:18.492,-0.265,-0.12
18:06:18.496,-0.275,-0.105
18:06:18.500,-0.28,-0.11
18:06:18.504,-0.27,-0.09
18:06:18.508,-0.27,-0.09
18:06:18.512,-0.26,-0.08
18:06:18.516,-0.255,-0.08
18:06:18.520,-0.27,-0.085
18:06:18.524,-0.255,-0.09
18:06:18.528,-0.23,-0.07
18:06:18.532,-0.21,-0.09
18:06:18.536,-0.22,-0.085
18:06:18.540,-0.205,-0.065
18:06:18.544,-0.195,-0.055
18:06:18.548,-0.185,-0.03
18:06:18.552,-0.145,-0.05
18:06:18.556,-0.105,-0.01
18:06:18.560,-0.055,0.0
18:06:18.564,-0.015,-0.01
18:06:18.568,0.005,-0.035
18:06:18.572,0.02,-0.035
18:06:18.576,0.055,0.005
18:06:18.580,0.015,-0.01
18:06:18.584,-0.005,-0.04
18:06:18.588,-0.015,-0.09
18:06:18.592,-0.085,-0.14
18:06:18.596,-0.165,-0.155
18:06:18.600,-0.235,-0.145
18:06:18.604,-0.3,-0.145
18:06:18.608,-0.34,-0.115
18:06:18.612,-0.4,-0.07
18:06:18.616,-0.435,-0.045
18:06:18.620,-0.445,-0.02
18:06:18.624,-0.44,-0.03
18:06:18.628,-0.44,-0.04
18:06:18.632,-0.44,-0.05
18:06:18.636,-0.43,-0.06
18:06:18.640,-0.415,-0.055
