Time,ECG1,ECG2
00:17:29.252:1,-0.3,-0.09
00:17:29.256:1,-0.295,-0.075
00:17:29.260:1,-0.29,-0.07
00:17:29.264:1,-0.29,-0.1
00:17:29.268:1,-0.305,-0.07
00:17:29.272:1,-0.31,-0.095
00:17:29.276:1,-0.285,-0.085
00:17:29.280:1,-0.315,-0.085
00:17:29.284:1,-0.305,-0.07
00:17:29.288:1,-0.305,-0.085
00:17:29.292:1,-0.305,-0.09
00:17:29.296:1,-0.315,-0.075
00:17:29.300:1,-0.32,-0.065
00:17:29.304:1,-0.31,-0.085
00:17:29.308:1,-0.305,-0.095
00:17:29.312:1,-0.31,-0.125
00:17:29.316:1,-0.32,-0.115
00:17:29.320:1,-0.31,-0.095
00:17:29.324:1,-0.32,-0.1
00:17:29.328:1,-0.32,-0.105
00:17:29.332:1,-0.31,-0.09
00:17:29.336:1,-0.315,-0.1
00:17:29.340:1,-0.285,-0.085
00:17:29.344:1,-0.295,-0.09
00:17:29.348:1,-0.29,-0.105
00:17:29.352:1,-0.285,-0.095
00:17:29.356:1,-0.285,-0.08
00:17:29.360:1,-0.29,-0.08
00:17:29.364:1,-0.29,-0.075
00:17:29.368:1,-0.29,-0.08
00:17:29.372:1,-0.29,-0.095
00:17:29.376:1,-0.3,-0.075
00:17:29.380:1,-0.285,-0.085
00:17:29.384:1,-0.3,-0.1
00:17:29.388:1,-0.305,-0.085
00:17:29.392:1,-0.325,-0.105
00:17:29.396:1,-0.31,-0.105
00:17:29.400:1,-0.315,-0.095
00:17:29.404:1,-0.32,-0.09
00:17:29.408:1,-0.31,-0.11
00:17:29.412:1,-0.33,-0.095
00:17:29.416:1,-0.33,-0.08
00:17:29.420:1,-0.32,-0.085
00:17:29.424:1,-0.315,-0.12
00:17:29.428:1,-0.31,-0.105
00:17:29.432:1,-0.335,-0.095
00:17:29.436:1,-0.33,-0.11
00:17:29.440:1,-0.3,-0.08
00:17:29.444:1,-0.295,-0.085
00:17:29.448:1,-0.27,-0.1
00:17:29.452:1,-0.275,-0.095
00:17:29.456:1,-0.27,-0.085
00:17:29.460:1,-0.265,-0.06
00:17:29.464:1,-0.285,-0.075
00:17:29.468:1,-0.275,-0.07
00:17:29.472:1,-0.29,-0.08
00:17:29.476:1,-0.27,-0.085
00:17:29.480:1,-0.275,-0.04
00:17:29.484:1,-0.245,-0.07
00:17:29.488:1,-0.23,-0.06
00:17:29.492:1,-0.24,-0.06
00:17:29.496:1,-0.255,-0.045
00:17:29.500:1,-0.225,-0.045
00:17:29.504:1,-0.225,-0.04
00:17:29.508:1,-0.205,-0.015
00:17:29.512:1,-0.13,-0.035
00:17:29.516:1,-0.1,-0.015
00:17:29.520:1,-0.095,-0.02
00:17:29.524:1,-0.05,0.0
00:17:29.528:1,-0.045,0.02
00:17:29.532:1,-0.025,-0.005
00:17:29.536:1,0.0,-0.005
00:17:29.540:1,-0.005,-0.025
00:17:29.544:1,-0.04,-0.055
00:17:29.548:1,-0.07,-0.07
00:17:29.552:1,-0.1,-0.075
00:17:29.556:1,-0.13,-0.065
00:17:29.560:1,-0.205,-0.065
00:17:29.564:1,-0.24,-0.09
00:17:29.568:1,-0.29,-0.065
00:17:29.572:1,-0.33,-0.045
00:17:29.576:1,-0.35,-0.04
00:17:29.580:1,-0.365,-0.045
00:17:29.584:1,-0.38,-0.05
00:17:29.588:1,-0.375,-0.055
00:17:29.592:1,-0.365,-0.055
00:17:29.596:1,-0.38,-0.055
00:17:29.600:1,-0.355,-0.065
00:17:29.604:1,-0.35,-0.06
00:17:29.608:1,-0.37,-0.07
00:17:29.612:1,-0.355,-0.09
00:17:29.616:1,-0.36,-0.06
00:17:29.620:1,-0.34,-0.08
00:17:29.624:1,-0.345,-0.08
00:17:29.628:1,-0.33,-0.065
00:17:29.632:1,-0.335,-0.08
00:17:29.636:1,-0.345,-0.095
00:17:29.640:1,-0.355,-0.095
00:17:29.644:1,-0.335,-0.085
00:17:29.648:1,-0.33,-0.06
00:17:29.652:1,-0.295,-0.08
00:17:29.656:1,-0.3,-0.075
00:17:29.660:1,-0.32,-0.085
00:17:29.664:1,-0.305,-0.08
00:17:29.668:1,-0.29,-0.075
00:17:29.672:1,-0.295,-0.075
00:17:29.676:1,-0.285,-0.08
00:17:29.680:1,-0.235,-0.07
00:17:29.684:1,-0.17,-0.06
00:17:29.688:1,-0.07,-0.04
00:17:29.692:1,0.015,-0.07
00:17:29.696:1,0.07,-0.105
00:17:29.700:1,0.11,-0.12
00:17:29.704:1,0.11,-0.155
