maxRR,label,minRR,meanRR,stdevRR,maxQRS,minQRS,meanQRS,stdevQRS,maxTP,minTP,meanTP,stdevTP,maxPQ,minPQ,meanPQ,stdevPQ
1.90400000000227,AF,0.33999999999650754,0.630085106382931,0.3140677410184801,0.22000000000116415,0.059999999997671694,0.09936170212785463,0.03479937975216083,0.8440000000045984,0.0,0.2365957446805972,0.1548929155931869,0.4279999999998836,0,0.0913617021276955,0.07091692038680569
2.8359999999956926,AF,0.040000000000873115,0.5315357142857076,0.29902973838479624,0.4239999999990687,0.059999999997671694,0.14032142857143168,0.05711426740155861,1.4159999999974389,-0.27199999999720603,0.1746785714282331,0.1803048120684906,0.9279999999998836,0,0.06239285714290028,0.10550214597871306
1.495999999999185,AF,0.431999999999789,0.8664927536231951,0.22292194144249397,0.3000000000001819,0.07600000000002183,0.1768115942028432,0.06931743310485866,0.8479999999999563,0.0,0.3773913043478124,0.1910833506114521,0.3719999999993888,0,0.10950724637684513,0.06785184696003208
1.7560000000003129,AF,0.3239999999996144,0.8390985915492961,0.28565255931974687,0.3239999999996144,0.06000000000040018,0.14997183098594305,0.0593746690027087,0.9359999999996944,0.0,0.3561126760563331,0.21155357922188264,0.4719999999997526,0,0.11323943661966655,0.07389552289477777
1.563999999999396,AF,0.4080000000003565,0.8814117647058912,0.24933395012536497,0.31999999999970896,0.0639999999993961,0.1431764705882201,0.049232026035222504,1.0200000000004366,0.0,0.3998235294116592,0.20545780597150326,0.363999999999578,0,0.11635294117656807,0.07063655209129516
1.5759999999991123,AF,0.3040000000000873,0.7953600000000006,0.2789947975619412,0.31199999999989814,0.04400000000077853,0.1500800000000284,0.05911474942848387,0.9600000000000364,0.0,0.3422933333333276,0.20603603395743128,0.3079999999999927,0,0.09551999999997254,0.06948483959336604
1.6239999999997963,AF,0.28000000000065484,0.7975466666666762,0.27050955834413937,0.3320000000003347,0.07200000000011642,0.16949333333330288,0.061149079760463666,0.8559999999997672,0.0,0.32506666666670453,0.179982023793689,0.38799999999901047,0,0.08650666666673108,0.060086243202785196
1.316000000000713,AF,0.3599999999987631,0.78673684210528,0.22093505645098815,0.3440000000009604,0.05999999999949068,0.16889473684214432,0.0625311667443645,0.8240000000005239,0.0,0.32989473684215465,0.1758761210974875,0.32400000000052387,0,0.09426315789469779,0.0689449376832148
2.139999999999418,AF,0.31999999999970896,0.7819473684210511,0.3199516367538459,0.3359999999993306,0.06400000000030559,0.1648947368420953,0.06036240964887923,0.8919999999998254,0.0,0.3284210526316393,0.18980830101915885,0.6200000000008004,0,0.1008947368421248,0.10659633386451987
1.864000000001397,AF,0.3000000000029104,0.7987199999999333,0.3276545563032647,0.45200000000477303,0.055999999996856786,0.2972800000009981,0.10767885091035762,0.7640000000101281,-0.16800000000512227,0.3131733333329127,0.15764368035455897,0.319999999992433,0,0.0619733333325712,0.07578319485250286
1.411999999996624,AF,0.09600000000500586,0.6241249999999733,0.18606222357461155,0.36799999998766,0.05199999999604188,0.11633333333368985,0.0630467198900676,0.728000000002794,-0.16800000000512227,0.2106666666665357,0.1645404374484737,0.27999999999883585,0,0.10333333333361831,0.061277148179499585
1.004000000000815,AF,0.30399999999644933,0.4770879999999888,0.1284495864379817,0.16800000000512227,0.05199999999604188,0.07788799999997718,0.020178886391867615,0.364000000001397,0.0,0.1378879999993951,0.08279064836110005,0.19999999999708962,0,0.08041600000014296,0.04790877731696168
1.0319999999992433,AF,0.08400000000256114,0.5265132743362759,0.13237885529112706,0.2960000000020955,0.03999999999359716,0.13129203539832074,0.05269979788979054,0.7679999999963911,-0.22400000000197906,0.17904424778757816,0.12146629157483235,0.22000000000116415,0,0.04739823008849352,0.04446327704671059
2.0679999999993015,AF,0.3040000000037253,0.5351785714285923,0.23621427221442393,0.22000000000116415,0.05199999999604188,0.08671428571467134,0.031659863214553746,0.9279999999998836,0.0,0.15232142857257713,0.13521426213089796,0.4479999999894062,0,0.1011785714276162,0.07527974190167944
1.2839999999996508,AF,0.3120000000053551,0.544799999999999,0.167078685871282,0.20399999999790452,0.05199999999604188,0.0799272727267552,0.02510186848926055,0.6319999999977881,0.0,0.1589454545458218,0.12193074311068854,0.23600000000442378,0,0.10272727272743147,0.05959116912721189
0.864000000001397,AF,0.3239999999932479,0.5034621848739212,0.1322273818186888,0.19600000001082662,0.055999999996856786,0.08084033613368094,0.026719200659954253,0.5280000000057044,0.0,0.15001680672182427,0.10280224821771222,0.23600000000442378,0,0.09166386554667241,0.04611590755484859
1.0160000000032596,AF,0.3279999999940628,0.5207304347826562,0.16118136270101832,0.1919999999954598,0.05199999999604188,0.09655652173880852,0.03786616966750204,0.6560000000026776,0.0,0.1513043478252771,0.12137904510203837,0.26400000001012813,0,0.0939130434790454,0.050357602114628724
1.5199999999967986,AF,0.30799999999726424,0.7436499999999796,0.2745331992666074,0.4000000000014552,0.043999999994412065,0.14399999999968713,0.0801773035212964,0.9959999999991851,-0.17200000000593718,0.28285000000014404,0.20552001727362704,0.3720000000030268,0,0.10934999999999491,0.08569467603077209
3.7119999999995343,AF,0.3000000000029104,0.93456249999997,0.6206921004762058,0.47999999999592546,0.06000000000494765,0.1973750000001928,0.11185083537954305,1.8439999999973224,-0.17199999999866122,0.36662500000022646,0.32575083940808164,0.727999999995518,0,0.1124374999998281,0.12883539340470407
1.8840000000054715,AF,0.30399999999644933,0.8216666666667152,0.30896008372219147,0.45200000000477303,0.059999999997671694,0.21944444444428277,0.1175666346388016,1.0679999999993015,-0.16799999999784632,0.29544444444460777,0.18220294613478946,0.29200000000128057,0,0.08400000000033793,0.06675327707331936
2.272000000004482,AF,0.3000000000029104,0.8325000000000323,0.3699609213597695,0.4279999999998836,0.059999999997671694,0.2133333333338467,0.1279861103572891,1.3839999999981956,-0.17599999999947613,0.3144999999997001,0.2623978637280633,0.4440000000031432,0,0.09927777777738811,0.09267704111929678
2.408000000003085,AF,0.1279999999969732,0.731658536585356,0.3151883377929255,0.5119999999951688,0.05200000000331784,0.16248780487841008,0.12234240673350845,1.048000000002503,-0.17599999999947613,0.30248780487818294,0.23452256867307225,0.6120000000009895,0,0.09180487804858387,0.08563997798854457
1.8400000000037835,AF,0.10399999999935972,0.7152771084337616,0.31411770924176124,0.4680000000007567,0.05200000000331784,0.1964337349393656,0.14141319384004136,1.0760000000009313,-0.17599999999947613,0.24838554216825812,0.23665591062171862,0.3000000000029104,0,0.08746987951835983,0.06450634364039813
0.8960000000006403,AF,0.16799999999784632,0.5147586206896512,0.13599737704689918,0.2999999999956344,0.11199999999371357,0.17517241379341456,0.04905596309157911,0.455999999998312,0.0,0.13031034482709997,0.0845436444918228,0.11200000000098953,0,0.05031034482742363,0.02706391343120369
1.6280000000042492,AF,0.30399999999644933,0.7258536585365464,0.27731830447849276,0.4279999999998836,0.0639999999984866,0.14263414634168417,0.0987635155540715,1.1479999999937718,-0.17200000000593718,0.2814146341463528,0.22837997601482235,0.27599999999802094,0,0.10565853658550711,0.07474692578936841
