Time,ECG1,ECG2
15:19:20.000,-0.255,0.035
15:19:20.004,-0.210,0.015
15:19:20.008,-0.205,0.020
15:19:20.012,-0.200,0.010
15:19:20.016,-0.235,0.010
15:19:20.020,-0.240,0.020
15:19:20.024,-0.215,0.020
15:19:20.028,-0.200,0.005
15:19:20.032,-0.170,-0.005
15:19:20.036,-0.110,-0.005
15:19:20.040,-0.030,-0.010
15:19:20.044,0.035,-0.025
15:19:20.048,0.060,-0.085
15:19:20.052,0.025,-0.130
15:19:20.056,0.030,-0.205
15:19:20.060,0.015,-0.225
15:19:20.064,-0.025,-0.260
15:19:20.068,-0.085,-0.345
15:19:20.072,-0.105,-0.465
15:19:20.076,-0.035,-0.625
15:19:20.080,0.205,-0.875
15:19:20.084,0.525,-1.105
15:19:20.088,0.780,-1.345
15:19:20.092,0.835,-1.475
15:19:20.096,0.660,-1.400
15:19:20.100,0.325,-1.060
15:19:20.104,0.015,-0.600
15:19:20.108,-0.205,-0.325
15:19:20.112,-0.290,-0.205
15:19:20.116,-0.350,-0.100
15:19:20.120,-0.360,-0.015
15:19:20.124,-0.360,0.025
15:19:20.128,-0.370,0.080
15:19:20.132,-0.395,0.110
15:19:20.136,-0.370,0.120
15:19:20.140,-0.360,0.100
15:19:20.144,-0.390,0.115
15:19:20.148,-0.395,0.115
15:19:20.152,-0.400,0.110
15:19:20.156,-0.400,0.105
15:19:20.160,-0.380,0.095
15:19:20.164,-0.385,0.120
15:19:20.168,-0.400,0.145
15:19:20.172,-0.385,0.160
15:19:20.176,-0.365,0.170
15:19:20.180,-0.360,0.170
15:19:20.184,-0.350,0.160
15:19:20.188,-0.350,0.160
15:19:20.192,-0.335,0.165
15:19:20.196,-0.300,0.190
15:19:20.200,-0.285,0.175
15:19:20.204,-0.300,0.170
15:19:20.208,-0.300,0.170
15:19:20.212,-0.290,0.180
15:19:20.216,-0.270,0.195
15:19:20.220,-0.245,0.200
15:19:20.224,-0.240,0.210
15:19:20.228,-0.260,0.225
15:19:20.232,-0.245,0.230
15:19:20.236,-0.255,0.240
15:19:20.240,-0.240,0.250
15:19:20.244,-0.265,0.230
15:19:20.248,-0.240,0.230
15:19:20.252,-0.205,0.215
15:19:20.256,-0.200,0.240
15:19:20.260,-0.230,0.225
15:19:20.264,-0.245,0.210
15:19:20.268,-0.245,0.205
15:19:20.272,-0.225,0.205
15:19:20.276,-0.210,0.205
15:19:20.280,-0.215,0.195
15:19:20.284,-0.225,0.170
15:19:20.288,-0.210,0.195
15:19:20.292,-0.215,0.195
15:19:20.296,-0.215,0.165
15:19:20.300,-0.200,0.155
15:19:20.304,-0.170,0.130
15:19:20.308,-0.180,0.110
15:19:20.312,-0.200,0.115
15:19:20.316,-0.220,0.100
15:19:20.320,-0.215,0.060
15:19:20.324,-0.220,0.055
15:19:20.328,-0.245,0.045
15:19:20.332,-0.245,0.035
15:19:20.336,-0.270,0.045
15:19:20.340,-0.265,0.015
15:19:20.344,-0.265,0.000
15:19:20.348,-0.285,-0.010
15:19:20.352,-0.285,-0.005
15:19:20.356,-0.245,0.005
15:19:20.360,-0.225,0.000
15:19:20.364,-0.220,-0.020
15:19:20.368,-0.230,-0.030
15:19:20.372,-0.220,-0.020
15:19:20.376,-0.190,-0.030
15:19:20.380,-0.185,-0.045
15:19:20.384,-0.170,-0.035
15:19:20.388,-0.205,-0.015
15:19:20.392,-0.190,-0.030
15:19:20.396,-0.165,-0.015
15:19:20.400,-0.180,-0.015
15:19:20.404,-0.190,0.000
15:19:20.408,-0.195,-0.005
15:19:20.412,-0.200,0.040
15:19:20.416,-0.190,0.030
15:19:20.420,-0.215,0.005
15:19:20.424,-0.195,0.030
15:19:20.428,-0.160,0.065
15:19:20.432,-0.165,0.085
15:19:20.436,-0.195,0.060
15:19:20.440,-0.185,0.055
15:19:20.444,-0.180,0.075
15:19:20.448,-0.150,0.055
15:19:20.452,-0.160,0.085
15:19:20.456,-0.170,0.090
15:19:20.460,-0.165,0.090
15:19:20.464,-0.180,0.095
15:19:20.468,-0.205,0.105
15:19:20.472,-0.205,0.085
15:19:20.476,-0.200,0.105
15:19:20.480,-0.175,0.085
15:19:20.484,-0.205,0.075
15:19:20.488,-0.210,0.105
15:19:20.492,-0.240,0.080
15:19:20.496,-0.240,0.085
15:19:20.500,-0.245,0.060
15:19:20.504,-0.235,0.055
15:19:20.508,-0.235,0.045
15:19:20.512,-0.200,0.020
15:19:20.516,-0.220,0.030
15:19:20.520,-0.230,0.000
15:19:20.524,-0.210,0.015
15:19:20.528,-0.205,0.015
15:19:20.532,-0.195,0.015
15:19:20.536,-0.185,0.000
15:19:20.540,-0.155,0.015
15:19:20.544,-0.145,-0.010
15:19:20.548,-0.080,0.000
15:19:20.552,-0.015,0.000
15:19:20.556,0.050,-0.020
15:19:20.560,0.060,-0.055
15:19:20.564,0.040,-0.100
15:19:20.568,0.045,-0.145
15:19:20.572,0.030,-0.190
15:19:20.576,0.015,-0.240
15:19:20.580,-0.010,-0.330
15:19:20.584,-0.025,-0.440
15:19:20.588,0.050,-0.620
15:19:20.592,0.260,-0.800
15:19:20.596,0.580,-1.080
15:19:20.600,0.880,-1.280
15:19:20.604,0.980,-1.415
15:19:20.608,0.795,-1.395
15:19:20.612,0.465,-1.080
15:19:20.616,0.085,-0.595
15:19:20.620,-0.165,-0.255
15:19:20.624,-0.300,-0.115
15:19:20.628,-0.375,-0.025
15:19:20.632,-0.400,0.125
15:19:20.636,-0.390,0.180
15:19:20.640,-0.375,0.220
15:19:20.644,-0.410,0.240
15:19:20.648,-0.400,0.255
15:19:20.652,-0.390,0.260
15:19:20.656,-0.370,0.235
15:19:20.660,-0.385,0.230
15:19:20.664,-0.405,0.235
15:19:20.668,-0.380,0.210
15:19:20.672,-0.355,0.195
15:19:20.676,-0.335,0.165
15:19:20.680,-0.305,0.160
15:19:20.684,-0.295,0.140
15:19:20.688,-0.280,0.150
15:19:20.692,-0.275,0.140
15:19:20.696,-0.280,0.155
15:19:20.700,-0.285,0.160
15:19:20.704,-0.300,0.180
15:19:20.708,-0.305,0.175
15:19:20.712,-0.320,0.165
15:19:20.716,-0.315,0.155
15:19:20.720,-0.320,0.170
15:19:20.724,-0.290,0.190
15:19:20.728,-0.275,0.175
15:19:20.732,-0.270,0.180
15:19:20.736,-0.300,0.165
15:19:20.740,-0.300,0.200
15:19:20.744,-0.300,0.185
15:19:20.748,-0.315,0.190
15:19:20.752,-0.310,0.185
15:19:20.756,-0.260,0.195
15:19:20.760,-0.230,0.195
15:19:20.764,-0.235,0.195
15:19:20.768,-0.260,0.195
15:19:20.772,-0.255,0.210
15:19:20.776,-0.255,0.190
15:19:20.780,-0.255,0.170
15:19:20.784,-0.235,0.185
15:19:20.788,-0.230,0.150
15:19:20.792,-0.230,0.135
15:19:20.796,-0.260,0.125
15:19:20.800,-0.285,0.125
15:19:20.804,-0.270,0.090
15:19:20.808,-0.260,0.100
15:19:20.812,-0.275,0.095
15:19:20.816,-0.280,0.090
15:19:20.820,-0.285,0.070
15:19:20.824,-0.300,0.075
15:19:20.828,-0.310,0.065
15:19:20.832,-0.300,0.025
15:19:20.836,-0.300,0.040
15:19:20.840,-0.315,0.040
15:19:20.844,-0.295,0.035
15:19:20.848,-0.285,0.015
15:19:20.852,-0.265,0.020
15:19:20.856,-0.195,0.005
15:19:20.860,-0.165,0.030
15:19:20.864,-0.140,0.020
15:19:20.868,-0.160,0.025
15:19:20.872,-0.155,0.010
15:19:20.876,-0.145,0.035
15:19:20.880,-0.165,0.060
15:19:20.884,-0.165,0.045
15:19:20.888,-0.170,0.085
15:19:20.892,-0.155,0.085
15:19:20.896,-0.150,0.065
15:19:20.900,-0.135,0.075
15:19:20.904,-0.140,0.070
15:19:20.908,-0.145,0.095
15:19:20.912,-0.130,0.085
15:19:20.916,-0.110,0.070
15:19:20.920,-0.110,0.060
15:19:20.924,-0.120,0.070
15:19:20.928,-0.150,0.075
15:19:20.932,-0.140,0.045
15:19:20.936,-0.130,0.075
15:19:20.940,-0.125,0.085
15:19:20.944,-0.075,0.055
15:19:20.948,-0.010,0.035
15:19:20.952,0.030,0.040
15:19:20.956,0.105,-0.010
15:19:20.960,0.110,-0.060
15:19:20.964,0.075,-0.130
15:19:20.968,0.050,-0.150
15:19:20.972,0.000,-0.205
15:19:20.976,-0.065,-0.240
15:19:20.980,-0.140,-0.345
15:19:20.984,-0.100,-0.465
15:19:20.988,0.050,-0.655
15:19:20.992,0.300,-0.900
15:19:20.996,0.620,-1.205
15:19:21.000,0.865,-1.440
15:19:21.004,0.915,-1.545
15:19:21.008,0.745,-1.435
15:19:21.012,0.425,-1.110
15:19:21.016,0.100,-0.665
15:19:21.020,-0.120,-0.345
15:19:21.024,-0.250,-0.170
15:19:21.028,-0.290,-0.070
15:19:21.032,-0.305,0.010
15:19:21.036,-0.340,0.075
15:19:21.040,-0.375,0.085
15:19:21.044,-0.405,0.095
15:19:21.048,-0.405,0.135
15:19:21.052,-0.400,0.145
15:19:21.056,-0.395,0.145
15:19:21.060,-0.430,0.130
15:19:21.064,-0.470,0.125
15:19:21.068,-0.485,0.120
15:19:21.072,-0.490,0.140
15:19:21.076,-0.470,0.140
15:19:21.080,-0.455,0.140
15:19:21.084,-0.435,0.140
15:19:21.088,-0.400,0.160
15:19:21.092,-0.390,0.185
15:19:21.096,-0.365,0.210
15:19:21.100,-0.320,0.220
15:19:21.104,-0.340,0.235
15:19:21.108,-0.360,0.255
15:19:21.112,-0.350,0.255
15:19:21.116,-0.360,0.230
