Time,ECG1,ECG2
13:54:45.536,-0.075,0.055
13:54:45.540,-0.085,0.05
13:54:45.544,-0.1,0.04
13:54:45.548,-0.1,0.05
13:54:45.552,-0.09,0.05
13:54:45.556,-0.09,0.04
13:54:45.560,-0.115,0.04
13:54:45.564,-0.11,0.045
13:54:45.568,-0.1,0.04
13:54:45.572,-0.08,0.035
13:54:45.576,-0.115,0.05
13:54:45.580,-0.11,0.035
13:54:45.584,-0.105,0.05
13:54:45.588,-0.11,0.045
13:54:45.592,-0.105,0.04
13:54:45.596,-0.115,0.05
13:54:45.600,-0.125,0.04
13:54:45.604,-0.115,0.045
13:54:45.608,-0.12,0.035
13:54:45.612,-0.105,0.035
13:54:45.616,-0.105,0.02
13:54:45.620,-0.11,0.035
13:54:45.624,-0.105,0.03
13:54:45.628,-0.105,0.03
13:54:45.632,-0.095,0.025
13:54:45.636,-0.095,0.02
13:54:45.640,-0.1,0.035
13:54:45.644,-0.11,0.04
13:54:45.648,-0.095,0.035
13:54:45.652,-0.095,0.04
13:54:45.656,-0.105,0.035
13:54:45.660,-0.12,0.025
13:54:45.664,-0.11,0.03
13:54:45.668,-0.125,0.025
13:54:45.672,-0.11,0.035
13:54:45.676,-0.11,0.015
13:54:45.680,-0.115,0.025
13:54:45.684,-0.115,0.02
13:54:45.688,-0.11,0.005
13:54:45.692,-0.115,0.015
13:54:45.696,-0.105,0.005
13:54:45.700,-0.105,0.025
13:54:45.704,-0.095,0.025
13:54:45.708,-0.11,0.02
13:54:45.712,-0.1,0.02
13:54:45.716,-0.1,0.03
13:54:45.720,-0.09,0.03
13:54:45.724,-0.095,0.035
13:54:45.728,-0.09,0.03
13:54:45.732,-0.1,0.035
13:54:45.736,-0.09,0.0
13:54:45.740,-0.095,0.02
13:54:45.744,-0.07,0.02
13:54:45.748,-0.07,0.015
13:54:45.752,-0.06,0.025
13:54:45.756,-0.075,0.025
13:54:45.760,-0.035,0.03
13:54:45.764,-0.035,0.01
13:54:45.768,-0.02,0.005
13:54:45.772,-0.05,0.01
13:54:45.776,-0.03,0.025
13:54:45.780,-0.035,0.03
13:54:45.784,-0.04,0.045
13:54:45.788,-0.05,0.04
13:54:45.792,-0.055,0.045
13:54:45.796,-0.05,0.035
13:54:45.800,-0.06,0.035
13:54:45.804,-0.065,0.04
13:54:45.808,-0.075,0.035
13:54:45.812,-0.09,0.035
13:54:45.816,-0.09,0.04
13:54:45.820,-0.1,0.05
13:54:45.824,-0.09,0.045
13:54:45.828,-0.105,0.045
13:54:45.832,-0.09,0.045
13:54:45.836,-0.105,0.04
13:54:45.840,-0.1,0.035
13:54:45.844,-0.1,0.04
13:54:45.848,-0.09,0.02
13:54:45.852,-0.115,0.02
13:54:45.856,-0.115,0.03
13:54:45.860,-0.12,0.03
13:54:45.864,-0.105,0.025
13:54:45.868,-0.105,0.03
13:54:45.872,-0.125,0.03
13:54:45.876,-0.135,0.02
13:54:45.880,-0.13,0.025
13:54:45.884,-0.125,0.015
13:54:45.888,-0.11,0.01
13:54:45.892,-0.12,0.015
13:54:45.896,-0.115,0.015
13:54:45.900,-0.125,0.015
13:54:45.904,-0.095,0.02
13:54:45.908,-0.1,0.015
13:54:45.912,-0.095,0.02
13:54:45.916,-0.115,0.015
13:54:45.920,-0.11,0.015
13:54:45.924,-0.125,0.015
13:54:45.928,-0.09,0.01
13:54:45.932,-0.115,0.01
13:54:45.936,-0.115,0.025
13:54:45.940,-0.125,0.005
13:54:45.944,-0.115,0.015
