Time,ECG1,ECG2
01:23:15.008:1,-0.02,-0.175
01:23:15.012:1,-0.03,-0.16
01:23:15.016:1,-0.02,-0.16
01:23:15.020:1,-0.035,-0.16
01:23:15.024:1,-0.035,-0.17
01:23:15.028:1,-0.015,-0.19
01:23:15.032:1,-0.03,-0.18
01:23:15.036:1,-0.02,-0.145
01:23:15.040:1,-0.03,-0.145
01:23:15.044:1,-0.03,-0.125
01:23:15.048:1,-0.015,-0.15
01:23:15.052:1,-0.025,-0.16
01:23:15.056:1,-0.03,-0.17
01:23:15.060:1,0.0,-0.185
01:23:15.064:1,0.0,-0.14
01:23:15.068:1,0.015,-0.13
01:23:15.072:1,0.01,-0.08
01:23:15.076:1,0.025,-0.06
01:23:15.080:1,0.01,-0.045
01:23:15.084:1,0.015,-0.03
01:23:15.088:1,-0.015,-0.02
01:23:15.092:1,-0.025,-0.025
01:23:15.096:1,-0.025,-0.06
01:23:15.100:1,0.0,-0.065
01:23:15.104:1,0.0,-0.09
01:23:15.108:1,0.0,-0.115
01:23:15.112:1,-0.02,-0.13
01:23:15.116:1,-0.02,-0.16
01:23:15.120:1,-0.035,-0.175
01:23:15.124:1,-0.045,-0.18
01:23:15.128:1,-0.05,-0.195
01:23:15.132:1,-0.045,-0.2
01:23:15.136:1,-0.04,-0.2
01:23:15.140:1,-0.045,-0.215
01:23:15.144:1,-0.05,-0.215
01:23:15.148:1,-0.05,-0.23
01:23:15.152:1,-0.05,-0.24
01:23:15.156:1,-0.055,-0.24
01:23:15.160:1,-0.065,-0.255
01:23:15.164:1,-0.05,-0.24
01:23:15.168:1,-0.055,-0.225
01:23:15.172:1,-0.045,-0.23
01:23:15.176:1,-0.06,-0.25
01:23:15.180:1,-0.05,-0.25
01:23:15.184:1,-0.065,-0.25
01:23:15.188:1,-0.05,-0.25
01:23:15.192:1,-0.055,-0.26
01:23:15.196:1,-0.055,-0.27
01:23:15.200:1,-0.075,-0.27
01:23:15.204:1,-0.08,-0.28
01:23:15.208:1,-0.06,-0.285
01:23:15.212:1,-0.065,-0.285
01:23:15.216:1,-0.07,-0.295
01:23:15.220:1,-0.07,-0.29
01:23:15.224:1,-0.07,-0.29
01:23:15.228:1,-0.06,-0.295
01:23:15.232:1,-0.04,-0.285
01:23:15.236:1,-0.045,-0.225
01:23:15.240:1,-0.01,-0.12
01:23:15.244:1,-0.01,-0.09
01:23:15.248:1,0.0,-0.075
01:23:15.252:1,-0.03,-0.06
01:23:15.256:1,-0.005,-0.06
01:23:15.260:1,0.0,-0.075
01:23:15.264:1,-0.005,-0.065
01:23:15.268:1,-0.02,-0.095
01:23:15.272:1,0.0,-0.1
01:23:15.276:1,0.0,-0.045
01:23:15.280:1,0.0,0.1
01:23:15.284:1,0.025,0.31
01:23:15.288:1,0.065,0.555
01:23:15.292:1,0.125,0.775
01:23:15.296:1,0.185,0.855
01:23:15.300:1,0.305,0.83
01:23:15.304:1,0.39,0.59
01:23:15.308:1,0.415,0.085
01:23:15.312:1,0.39,-0.43
01:23:15.316:1,0.235,-0.7
01:23:15.320:1,-0.015,-0.74
01:23:15.324:1,-0.21,-0.685
01:23:15.328:1,-0.32,-0.62
01:23:15.332:1,-0.335,-0.515
01:23:15.336:1,-0.335,-0.43
01:23:15.340:1,-0.29,-0.35
01:23:15.344:1,-0.195,-0.275
01:23:15.348:1,-0.135,-0.26
01:23:15.352:1,-0.1,-0.305
01:23:15.356:1,-0.055,-0.31
01:23:15.360:1,-0.045,-0.32
01:23:15.364:1,-0.065,-0.32
01:23:15.368:1,-0.075,-0.34
01:23:15.372:1,-0.07,-0.33
01:23:15.376:1,-0.08,-0.34
01:23:15.380:1,-0.08,-0.33
01:23:15.384:1,-0.055,-0.305
01:23:15.388:1,-0.07,-0.3
