Time,ECG1,ECG2
00:01:14.940:1,-0.35,-0.855
00:01:14.944:1,-0.37,-0.69
00:01:14.948:1,-0.335,-0.55
00:01:14.952:1,-0.285,-0.435
00:01:14.956:1,-0.195,-0.345
00:01:14.960:1,-0.1,-0.305
00:01:14.964:1,-0.02,-0.31
00:01:14.968:1,0.0,-0.31
00:01:14.972:1,0.025,-0.32
00:01:14.976:1,0.025,-0.33
00:01:14.980:1,0.0,-0.35
00:01:14.984:1,0.015,-0.33
00:01:14.988:1,0.02,-0.33
00:01:14.992:1,0.01,-0.315
00:01:14.996:1,0.0,-0.355
00:01:15.000:1,0.01,-0.35
00:01:15.004:1,0.005,-0.35
00:01:15.008:1,0.005,-0.35
00:01:15.012:1,0.0,-0.355
00:01:15.016:1,0.0,-0.34
00:01:15.020:1,-0.005,-0.335
00:01:15.024:1,0.015,-0.325
00:01:15.028:1,0.02,-0.32
00:01:15.032:1,0.035,-0.32
00:01:15.036:1,0.05,-0.305
00:01:15.040:1,0.05,-0.305
00:01:15.044:1,0.055,-0.335
00:01:15.048:1,0.05,-0.34
00:01:15.052:1,0.055,-0.37
00:01:15.056:1,0.055,-0.375
00:01:15.060:1,0.055,-0.39
00:01:15.064:1,0.06,-0.37
00:01:15.068:1,0.065,-0.37
00:01:15.072:1,0.07,-0.325
00:01:15.076:1,0.085,-0.305
00:01:15.080:1,0.08,-0.275
00:01:15.084:1,0.095,-0.24
00:01:15.088:1,0.09,-0.22
00:01:15.092:1,0.095,-0.215
00:01:15.096:1,0.085,-0.21
00:01:15.100:1,0.065,-0.24
00:01:15.104:1,0.05,-0.22
00:01:15.108:1,0.04,-0.24
00:01:15.112:1,0.035,-0.26
00:01:15.116:1,0.005,-0.275
00:01:15.120:1,0.005,-0.265
00:01:15.124:1,0.0,-0.28
00:01:15.128:1,0.005,-0.255
00:01:15.132:1,0.0,-0.25
00:01:15.136:1,0.0,-0.255
00:01:15.140:1,0.02,-0.25
00:01:15.144:1,0.03,-0.24
00:01:15.148:1,0.025,-0.24
00:01:15.152:1,0.025,-0.225
00:01:15.156:1,0.03,-0.215
00:01:15.160:1,0.03,-0.205
00:01:15.164:1,0.055,-0.205
00:01:15.168:1,0.03,-0.185
00:01:15.172:1,0.04,-0.19
00:01:15.176:1,0.05,-0.18
00:01:15.180:1,0.07,-0.2
00:01:15.184:1,0.065,-0.18
00:01:15.188:1,0.05,-0.165
00:01:15.192:1,0.065,-0.16
00:01:15.196:1,0.085,-0.15
00:01:15.200:1,0.09,-0.145
00:01:15.204:1,0.1,-0.155
00:01:15.208:1,0.115,-0.16
00:01:15.212:1,0.135,-0.185
00:01:15.216:1,0.115,-0.21
00:01:15.220:1,0.125,-0.235
00:01:15.224:1,0.12,-0.255
00:01:15.228:1,0.115,-0.245
00:01:15.232:1,0.11,-0.255
00:01:15.236:1,0.14,-0.22
00:01:15.240:1,0.125,-0.19
00:01:15.244:1,0.125,-0.19
00:01:15.248:1,0.14,-0.17
00:01:15.252:1,0.135,-0.155
00:01:15.256:1,0.13,-0.145
00:01:15.260:1,0.12,-0.16
00:01:15.264:1,0.1,-0.205
00:01:15.268:1,0.075,-0.215
00:01:15.272:1,0.065,-0.22
00:01:15.276:1,0.065,-0.205
00:01:15.280:1,0.035,-0.205
00:01:15.284:1,0.04,-0.22
00:01:15.288:1,0.05,-0.245
00:01:15.292:1,0.045,-0.25
00:01:15.296:1,0.05,-0.24
00:01:15.300:1,0.045,-0.265
00:01:15.304:1,0.05,-0.26
00:01:15.308:1,0.05,-0.265
00:01:15.312:1,0.06,-0.28
00:01:15.316:1,0.085,-0.27
00:01:15.320:1,0.075,-0.245
00:01:15.324:1,0.09,-0.275
00:01:15.328:1,0.08,-0.3
00:01:15.332:1,0.075,-0.295
00:01:15.336:1,0.08,-0.275
00:01:15.340:1,0.08,-0.295
00:01:15.344:1,0.065,-0.3
00:01:15.348:1,0.075,-0.29
00:01:15.352:1,0.07,-0.28
00:01:15.356:1,0.07,-0.28
00:01:15.360:1,0.09,-0.25
00:01:15.364:1,0.085,-0.245
00:01:15.368:1,0.1,-0.25
00:01:15.372:1,0.105,-0.245
00:01:15.376:1,0.08,-0.24
00:01:15.380:1,0.105,-0.245
00:01:15.384:1,0.085,-0.28
00:01:15.388:1,0.115,-0.285
00:01:15.392:1,0.095,-0.305
00:01:15.396:1,0.12,-0.33
00:01:15.400:1,0.12,-0.33
00:01:15.404:1,0.125,-0.315
00:01:15.408:1,0.11,-0.295
00:01:15.412:1,0.105,-0.25
00:01:15.416:1,0.08,-0.2
00:01:15.420:1,0.095,-0.185
00:01:15.424:1,0.09,-0.185
00:01:15.428:1,0.07,-0.21
00:01:15.432:1,0.035,-0.24
00:01:15.436:1,0.045,-0.255
00:01:15.440:1,0.015,-0.24
00:01:15.444:1,0.005,-0.25
00:01:15.448:1,0.005,-0.265
00:01:15.452:1,0.01,-0.3
00:01:15.456:1,0.0,-0.315
00:01:15.460:1,0.0,-0.3
00:01:15.464:1,-0.01,-0.315
00:01:15.468:1,-0.025,-0.315
00:01:15.472:1,-0.04,-0.33
00:01:15.476:1,-0.015,-0.34
00:01:15.480:1,-0.025,-0.34
00:01:15.484:1,-0.03,-0.33
00:01:15.488:1,-0.02,-0.32
00:01:15.492:1,-0.015,-0.335
