Time,ECG1,ECG2
01:33:02.820:1,-0.01,-0.225
01:33:02.824:1,0.01,-0.245
01:33:02.828:1,0.005,-0.265
01:33:02.832:1,0.0,-0.255
01:33:02.836:1,0.0,-0.255
01:33:02.840:1,0.005,-0.28
01:33:02.844:1,0.0,-0.285
01:33:02.848:1,-0.015,-0.305
01:33:02.852:1,-0.02,-0.315
01:33:02.856:1,-0.02,-0.305
01:33:02.860:1,-0.02,-0.3
01:33:02.864:1,-0.025,-0.315
01:33:02.868:1,-0.01,-0.335
01:33:02.872:1,-0.015,-0.34
01:33:02.876:1,-0.01,-0.33
01:33:02.880:1,-0.01,-0.33
01:33:02.884:1,-0.01,-0.33
01:33:02.888:1,-0.025,-0.29
01:33:02.892:1,-0.02,-0.24
01:33:02.896:1,-0.015,-0.21
01:33:02.900:1,-0.03,-0.19
01:33:02.904:1,-0.035,-0.2
01:33:02.908:1,-0.035,-0.195
01:33:02.912:1,-0.04,-0.19
01:33:02.916:1,-0.03,-0.19
01:33:02.920:1,-0.015,-0.195
01:33:02.924:1,-0.035,-0.2
01:33:02.928:1,-0.04,-0.185
01:33:02.932:1,-0.03,-0.205
01:33:02.936:1,-0.015,-0.19
01:33:02.940:1,-0.02,-0.195
01:33:02.944:1,-0.035,-0.2
01:33:02.948:1,-0.04,-0.215
01:33:02.952:1,-0.01,-0.21
01:33:02.956:1,-0.025,-0.205
01:33:02.960:1,-0.035,-0.19
01:33:02.964:1,0.0,-0.195
01:33:02.968:1,-0.02,-0.18
01:33:02.972:1,-0.02,-0.165
01:33:02.976:1,-0.025,-0.14
01:33:02.980:1,0.0,-0.12
01:33:02.984:1,0.005,-0.135
01:33:02.988:1,0.01,-0.135
01:33:02.992:1,0.005,-0.105
01:33:02.996:1,0.015,-0.095
01:33:03.000:1,0.02,-0.095
01:33:03.004:1,0.01,-0.1
01:33:03.008:1,0.02,-0.115
01:33:03.012:1,0.0,-0.11
01:33:03.016:1,0.05,-0.085
01:33:03.020:1,0.045,-0.08
01:33:03.024:1,0.045,-0.065
01:33:03.028:1,0.06,-0.055
01:33:03.032:1,0.055,-0.065
01:33:03.036:1,0.055,-0.06
01:33:03.040:1,0.055,-0.06
01:33:03.044:1,0.075,-0.1
01:33:03.048:1,0.085,-0.105
01:33:03.052:1,0.09,-0.13
01:33:03.056:1,0.105,-0.11
01:33:03.060:1,0.115,-0.105
01:33:03.064:1,0.115,-0.035
01:33:03.068:1,0.11,-0.03
01:33:03.072:1,0.095,-0.025
01:33:03.076:1,0.12,-0.02
01:33:03.080:1,0.1,-0.005
01:33:03.084:1,0.08,-0.025
01:33:03.088:1,0.075,-0.01
01:33:03.092:1,0.065,-0.035
01:33:03.096:1,0.07,-0.035
01:33:03.100:1,0.05,-0.035
01:33:03.104:1,0.03,-0.05
01:33:03.108:1,0.045,-0.06
01:33:03.112:1,0.03,-0.08
01:33:03.116:1,0.03,-0.065
01:33:03.120:1,0.02,-0.055
01:33:03.124:1,0.035,-0.1
01:33:03.128:1,0.04,-0.11
01:33:03.132:1,0.015,-0.085
01:33:03.136:1,0.03,-0.095
01:33:03.140:1,0.03,-0.105
01:33:03.144:1,0.04,-0.09
01:33:03.148:1,0.04,-0.09
01:33:03.152:1,0.035,-0.1
01:33:03.156:1,0.055,-0.1
01:33:03.160:1,0.035,-0.075
01:33:03.164:1,0.035,-0.125
01:33:03.168:1,0.06,-0.205
01:33:03.172:1,0.05,-0.19
01:33:03.176:1,0.035,-0.1
01:33:03.180:1,0.07,0.07
01:33:03.184:1,0.11,0.315
01:33:03.188:1,0.14,0.565
01:33:03.192:1,0.22,0.72
01:33:03.196:1,0.295,0.725
01:33:03.200:1,0.36,0.59
01:33:03.204:1,0.335,0.215
01:33:03.208:1,0.29,-0.29
01:33:03.212:1,0.18,-0.655
01:33:03.216:1,0.01,-0.78
01:33:03.220:1,-0.145,-0.77
01:33:03.224:1,-0.295,-0.685
01:33:03.228:1,-0.33,-0.57
01:33:03.232:1,-0.285,-0.45
01:33:03.236:1,-0.23,-0.285
01:33:03.240:1,-0.145,-0.125
01:33:03.244:1,-0.01,-0.105
01:33:03.248:1,0.005,-0.105
01:33:03.252:1,0.025,-0.13
01:33:03.256:1,0.025,-0.125
01:33:03.260:1,0.025,-0.125
01:33:03.264:1,0.02,-0.135
01:33:03.268:1,0.02,-0.15
01:33:03.272:1,0.015,-0.12
01:33:03.276:1,0.04,-0.12
01:33:03.280:1,0.03,-0.125
01:33:03.284:1,0.01,-0.145
01:33:03.288:1,0.005,-0.16
01:33:03.292:1,0.01,-0.145
01:33:03.296:1,0.0,-0.165
01:33:03.300:1,0.0,-0.16
01:33:03.304:1,0.01,-0.16
01:33:03.308:1,0.01,-0.18
01:33:03.312:1,0.005,-0.16
01:33:03.316:1,0.025,-0.165
01:33:03.320:1,0.025,-0.125
01:33:03.324:1,0.03,-0.11
01:33:03.328:1,0.04,-0.1
01:33:03.332:1,0.04,-0.145
01:33:03.336:1,0.06,-0.15
01:33:03.340:1,0.05,-0.19
01:33:03.344:1,0.075,-0.19
01:33:03.348:1,0.055,-0.215
01:33:03.352:1,0.055,-0.235
01:33:03.356:1,0.05,-0.235
01:33:03.360:1,0.045,-0.235
01:33:03.364:1,0.025,-0.255
01:33:03.368:1,0.02,-0.26
01:33:03.372:1,0.03,-0.26
01:33:03.376:1,0.03,-0.245
01:33:03.380:1,0.05,-0.25
01:33:03.384:1,0.055,-0.255
01:33:03.388:1,0.06,-0.255
01:33:03.392:1,0.06,-0.21
01:33:03.396:1,0.075,-0.19
01:33:03.400:1,0.085,-0.15
01:33:03.404:1,0.105,-0.115
01:33:03.408:1,0.095,-0.11
01:33:03.412:1,0.075,-0.08
01:33:03.416:1,0.06,-0.045
01:33:03.420:1,0.05,-0.04
01:33:03.424:1,0.05,-0.05
01:33:03.428:1,0.055,-0.03
01:33:03.432:1,0.055,-0.01
01:33:03.436:1,0.055,0.0
01:33:03.440:1,0.04,0.01
01:33:03.444:1,0.04,0.01
01:33:03.448:1,0.035,0.03
01:33:03.452:1,0.045,0.01
01:33:03.456:1,0.055,0.025
01:33:03.460:1,0.05,0.015
01:33:03.464:1,0.045,0.02
01:33:03.468:1,0.075,-0.01
01:33:03.472:1,0.05,0.0
01:33:03.476:1,0.08,-0.01
01:33:03.480:1,0.07,0.0
01:33:03.484:1,0.095,-0.02
01:33:03.488:1,0.09,-0.02
01:33:03.492:1,0.09,-0.03
01:33:03.496:1,0.105,-0.03
01:33:03.500:1,0.105,-0.025
01:33:03.504:1,0.11,-0.055
01:33:03.508:1,0.14,-0.065
01:33:03.512:1,0.135,-0.08
01:33:03.516:1,0.12,-0.09
01:33:03.520:1,0.115,-0.115
01:33:03.524:1,0.135,-0.135
01:33:03.528:1,0.11,-0.145
01:33:03.532:1,0.09,-0.15
01:33:03.536:1,0.105,-0.155
01:33:03.540:1,0.105,-0.185
01:33:03.544:1,0.09,-0.19
01:33:03.548:1,0.105,-0.215
01:33:03.552:1,0.105,-0.175
01:33:03.556:1,0.115,-0.12
01:33:03.560:1,0.125,-0.065
01:33:03.564:1,0.135,-0.06
01:33:03.568:1,0.12,-0.035
01:33:03.572:1,0.09,-0.045
01:33:03.576:1,0.08,-0.05
01:33:03.580:1,0.085,-0.045
01:33:03.584:1,0.07,-0.035
01:33:03.588:1,0.065,-0.055
01:33:03.592:1,0.065,-0.055
01:33:03.596:1,0.095,-0.05
01:33:03.600:1,0.06,-0.06
01:33:03.604:1,0.065,-0.07
01:33:03.608:1,0.055,-0.09
01:33:03.612:1,0.05,-0.1
01:33:03.616:1,0.05,-0.085
01:33:03.620:1,0.05,-0.105
01:33:03.624:1,0.035,-0.105
01:33:03.628:1,0.05,-0.125
01:33:03.632:1,0.045,-0.105
01:33:03.636:1,0.04,-0.095
01:33:03.640:1,0.02,-0.105
01:33:03.644:1,0.035,-0.11
01:33:03.648:1,0.04,-0.11
01:33:03.652:1,0.05,-0.155
01:33:03.656:1,0.03,-0.195
01:33:03.660:1,0.03,-0.17
01:33:03.664:1,0.035,-0.05
01:33:03.668:1,0.08,0.165
01:33:03.672:1,0.125,0.44
01:33:03.676:1,0.16,0.715
01:33:03.680:1,0.245,0.85
01:33:03.684:1,0.37,0.825
01:33:03.688:1,0.43,0.66
01:33:03.692:1,0.41,0.23
01:33:03.696:1,0.315,-0.325
01:33:03.700:1,0.16,-0.66
01:33:03.704:1,-0.07,-0.73
01:33:03.708:1,-0.24,-0.68
01:33:03.712:1,-0.295,-0.54
01:33:03.716:1,-0.29,-0.4
01:33:03.720:1,-0.225,-0.275
01:33:03.724:1,-0.115,-0.2
01:33:03.728:1,-0.035,-0.17
01:33:03.732:1,0.045,-0.13
01:33:03.736:1,0.065,-0.12
01:33:03.740:1,0.065,-0.125
01:33:03.744:1,0.055,-0.105
01:33:03.748:1,0.05,-0.125
01:33:03.752:1,0.035,-0.14
01:33:03.756:1,0.045,-0.115
01:33:03.760:1,0.015,-0.11
01:33:03.764:1,0.035,-0.135
01:33:03.768:1,0.035,-0.15
01:33:03.772:1,0.02,-0.145
01:33:03.776:1,0.02,-0.145
01:33:03.780:1,0.03,-0.15
01:33:03.784:1,0.02,-0.165
01:33:03.788:1,0.01,-0.18
01:33:03.792:1,0.015,-0.185
01:33:03.796:1,0.03,-0.175
01:33:03.800:1,0.015,-0.185
01:33:03.804:1,0.015,-0.2
01:33:03.808:1,0.015,-0.2
01:33:03.812:1,0.01,-0.195
01:33:03.816:1,0.005,-0.215
01:33:03.820:1,0.035,-0.19
01:33:03.824:1,0.0,-0.21
01:33:03.828:1,0.025,-0.21
01:33:03.832:1,0.025,-0.205
01:33:03.836:1,0.025,-0.205
01:33:03.840:1,0.02,-0.21
01:33:03.844:1,0.005,-0.22
01:33:03.848:1,0.005,-0.2
01:33:03.852:1,0.02,-0.205
01:33:03.856:1,0.015,-0.205
01:33:03.860:1,0.025,-0.185
01:33:03.864:1,0.035,-0.215
01:33:03.868:1,0.04,-0.205
01:33:03.872:1,0.04,-0.18
01:33:03.876:1,0.075,-0.13
01:33:03.880:1,0.09,-0.12
01:33:03.884:1,0.11,-0.12
01:33:03.888:1,0.095,-0.11
01:33:03.892:1,0.085,-0.1
01:33:03.896:1,0.08,-0.08
01:33:03.900:1,0.065,-0.09
01:33:03.904:1,0.07,-0.095
01:33:03.908:1,0.055,-0.08
01:33:03.912:1,0.04,-0.09
01:33:03.916:1,0.05,-0.075
01:33:03.920:1,0.02,-0.08
01:33:03.924:1,0.03,-0.055
01:33:03.928:1,0.035,-0.065
01:33:03.932:1,0.035,-0.06
01:33:03.936:1,0.03,-0.055
01:33:03.940:1,0.035,-0.055
01:33:03.944:1,0.05,-0.035
01:33:03.948:1,0.035,-0.025
01:33:03.952:1,0.05,-0.015
01:33:03.956:1,0.035,-0.015
01:33:03.960:1,0.055,-0.025
01:33:03.964:1,0.065,-0.02
01:33:03.968:1,0.065,-0.02
01:33:03.972:1,0.06,-0.04
01:33:03.976:1,0.06,-0.035
01:33:03.980:1,0.065,-0.05
01:33:03.984:1,0.065,-0.065
01:33:03.988:1,0.065,-0.07
01:33:03.992:1,0.07,-0.07
01:33:03.996:1,0.075,-0.085
01:33:04.000:1,0.055,-0.1
01:33:04.004:1,0.055,-0.09
01:33:04.008:1,0.075,-0.11
01:33:04.012:1,0.06,-0.11
01:33:04.016:1,0.055,-0.105
01:33:04.020:1,0.045,-0.115
01:33:04.024:1,0.055,-0.105
01:33:04.028:1,0.05,-0.1
01:33:04.032:1,0.045,-0.105
01:33:04.036:1,0.065,-0.12
01:33:04.040:1,0.075,-0.1
01:33:04.044:1,0.08,-0.095
01:33:04.048:1,0.095,-0.075
01:33:04.052:1,0.12,-0.005
01:33:04.056:1,0.13,0.035
01:33:04.060:1,0.14,0.06
01:33:04.064:1,0.15,0.045
01:33:04.068:1,0.165,0.035
01:33:04.072:1,0.16,0.025
01:33:04.076:1,0.13,0.005
01:33:04.080:1,0.14,-0.02
01:33:04.084:1,0.115,-0.005
01:33:04.088:1,0.095,-0.02
01:33:04.092:1,0.105,-0.03
01:33:04.096:1,0.115,-0.03
01:33:04.100:1,0.08,-0.055
01:33:04.104:1,0.1,-0.08
01:33:04.108:1,0.095,-0.085
01:33:04.112:1,0.09,-0.07
01:33:04.116:1,0.08,-0.085
01:33:04.120:1,0.075,-0.095
01:33:04.124:1,0.075,-0.095
01:33:04.128:1,0.075,-0.1
01:33:04.132:1,0.075,-0.105
